#gene_id	transcript_id	sprot_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	Kegg	gene_ontology_BLASTX	gene_ontology_BLASTP	gene_ontology_Pfam	transcript	peptide
TRINITY_DN1828_c0_g1	TRINITY_DN1828_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1877_c0_g1	TRINITY_DN1877_c0_g1_i1	GIS2_YEAST^GIS2_YEAST^Q:19-252,H:4-84^41.176%ID^E:1.82e-15^RecName: Full=Zinc finger protein GIS2;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`GIS2_YEAST^GIS2_YEAST^Q:4-252,H:42-135^35.106%ID^E:5.62e-10^RecName: Full=Zinc finger protein GIS2;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`GIS2_YEAST^GIS2_YEAST^Q:25-243,H:67-151^31.818%ID^E:1.71e-09^RecName: Full=Zinc finger protein GIS2;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	.	.	.	.	.	.	.	.	KEGG:sce:YNL255C	GO:0005737^cellular_component^cytoplasm`GO:0010494^cellular_component^cytoplasmic stress granule`GO:0000932^cellular_component^P-body`GO:0042788^cellular_component^polysomal ribosome`GO:0003729^molecular_function^mRNA binding`GO:0003697^molecular_function^single-stranded DNA binding`GO:0003727^molecular_function^single-stranded RNA binding`GO:0045182^molecular_function^translation regulator activity`GO:0008270^molecular_function^zinc ion binding`GO:2000767^biological_process^positive regulation of cytoplasmic translation	.	.	.	.
TRINITY_DN1875_c0_g1	TRINITY_DN1875_c0_g1_i1	EGL4_CAEBR^EGL4_CAEBR^Q:240-1,H:540-621^56.098%ID^E:1.06e-28^RecName: Full=cGMP-dependent protein kinase egl-4 {ECO:0000250|UniProtKB:O76360};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	.	.	.	.	.	.	.	.	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0030553^molecular_function^cGMP binding`GO:0004692^molecular_function^cGMP-dependent protein kinase activity`GO:0046872^molecular_function^metal ion binding`GO:0006935^biological_process^chemotaxis`GO:0007275^biological_process^multicellular organism development	.	.	.	.
TRINITY_DN1821_c0_g1	TRINITY_DN1821_c0_g1_i1	POLIB_ARATH^POLIB_ARATH^Q:5-268,H:910-995^59.091%ID^E:3.57e-19^RecName: Full=DNA polymerase I B, chloroplastic/mitochondrial;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT3G20540	GO:0009507^cellular_component^chloroplast`GO:0005737^cellular_component^cytoplasm`GO:0005739^cellular_component^mitochondrion`GO:0008408^molecular_function^3'-5' exonuclease activity`GO:0008409^molecular_function^5'-3' exonuclease activity`GO:0003677^molecular_function^DNA binding`GO:0003887^molecular_function^DNA-directed DNA polymerase activity`GO:0006281^biological_process^DNA repair`GO:0006261^biological_process^DNA-dependent DNA replication`GO:0006264^biological_process^mitochondrial DNA replication`GO:0033259^biological_process^plastid DNA replication	.	.	.	.
TRINITY_DN1810_c0_g1	TRINITY_DN1810_c0_g1_i1	HCP_DESMR^HCP_DESMR^Q:50-343,H:437-534^66.327%ID^E:6.62e-40^RecName: Full=Hydroxylamine reductase {ECO:0000255|HAMAP-Rule:MF_00069};^Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio	.	TRINITY_DN1810_c0_g1_i1.p2	2-343[+]	HCP_DESMR^HCP_DESMR^Q:17-114,H:437-534^66.327%ID^E:5.96e-40^RecName: Full=Hydroxylamine reductase {ECO:0000255|HAMAP-Rule:MF_00069};^Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio	.	.	.	COG1151^Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O (By similarity)	KEGG:dma:DMR_35370	GO:0005737^cellular_component^cytoplasm`GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0050418^molecular_function^hydroxylamine reductase activity`GO:0046872^molecular_function^metal ion binding	GO:0005737^cellular_component^cytoplasm`GO:0051539^molecular_function^4 iron, 4 sulfur cluster binding`GO:0050418^molecular_function^hydroxylamine reductase activity`GO:0046872^molecular_function^metal ion binding	.	.	.
TRINITY_DN1813_c0_g1	TRINITY_DN1813_c0_g1_i1	RL4_BOVIN^RL4_BOVIN^Q:17-238,H:3-77^66.667%ID^E:6.38e-26^RecName: Full=60S ribosomal protein L4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos	.	.	.	.	.	.	.	.	KEGG:bta:510547	GO:0022625^cellular_component^cytosolic large ribosomal subunit`GO:0003723^molecular_function^RNA binding`GO:0003735^molecular_function^structural constituent of ribosome`GO:0006412^biological_process^translation	.	.	.	.
TRINITY_DN1862_c0_g1	TRINITY_DN1862_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN1807_c0_g1	TRINITY_DN1807_c0_g1_i1	PSAD_TRICV^PSAD_TRICV^Q:20-331,H:1-104^97.115%ID^E:2.39e-60^RecName: Full=Photosystem I reaction center subunit II;^Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Mediophyceae; Biddulphiophycidae; Triceratiales; Triceratiaceae; Trieres	.	.	.	.	.	.	.	.	.	GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0009538^cellular_component^photosystem I reaction center`GO:0015979^biological_process^photosynthesis	.	.	.	.
TRINITY_DN1863_c0_g1	TRINITY_DN1863_c0_g1_i1	HFB2B_ORYSJ^HFB2B_ORYSJ^Q:299-27,H:59-137^46.809%ID^E:1.29e-18^RecName: Full=Heat stress transcription factor B-2b;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa	.	TRINITY_DN1863_c0_g1_i1.p1	3-302[-]	HFB2B_ORYSJ^HFB2B_ORYSJ^Q:2-92,H:59-137^46.809%ID^E:1.16e-18^RecName: Full=Heat stress transcription factor B-2b;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa	.	.	.	.	KEGG:osa:4346229	GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	.	.	.
TRINITY_DN1808_c0_g1	TRINITY_DN1808_c0_g1_i1	ALF_EDWI9^ALF_EDWI9^Q:1-195,H:93-157^73.846%ID^E:3.75e-30^RecName: Full=Fructose-bisphosphate aldolase;^Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	.	.	.	.	.	.	.	.	KEGG:eic:NT01EI_3367	GO:0004332^molecular_function^fructose-bisphosphate aldolase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006096^biological_process^glycolytic process	.	.	.	.
TRINITY_DN1886_c0_g1	TRINITY_DN1886_c0_g1_i1	.	.	TRINITY_DN1886_c0_g1_i1.p1	1-381[+]	CO4A1_CAEEL^CO4A1_CAEEL^Q:2-123,H:846-967^45.082%ID^E:2.06e-20^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:1124-1249^41.27%ID^E:3.84e-20^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-126,H:830-958^41.86%ID^E:5.4e-18^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-126,H:839-964^42.063%ID^E:7.89e-18^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:6-127,H:826-947^41.803%ID^E:1.17e-17^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:7-123,H:1105-1221^40.171%ID^E:2.23e-17^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:1118-1243^38.095%ID^E:9e-17^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:3-127,H:826-950^40%ID^E:1.01e-16^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:884-1025^39.437%ID^E:4.08e-16^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:6-127,H:841-962^41.803%ID^E:4.96e-16^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:5-127,H:1073-1201^40.31%ID^E:5.62e-16^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-126,H:870-1012^39.161%ID^E:5.68e-16^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:1114-1240^37.008%ID^E:7.03e-16^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-123,H:890-1033^38.889%ID^E:1.25e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:1395-1526^36.364%ID^E:2.48e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:4-127,H:1105-1231^38.583%ID^E:3.19e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:858-1001^38.194%ID^E:3.35e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-125,H:42-165^39.516%ID^E:4.18e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:10-127,H:1320-1437^40.678%ID^E:4.31e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:914-1040^40.945%ID^E:5.93e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:1147-1305^32.075%ID^E:7.86e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:4-124,H:1320-1440^38.017%ID^E:8.17e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:744-896^37.255%ID^E:8.66e-15^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:1285-1425^36.879%ID^E:2.44e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:1372-1511^35.714%ID^E:2.72e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:50-193^33.333%ID^E:3.24e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:783-920^37.589%ID^E:3.97e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:1141-1290^33.333%ID^E:4.96e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:1272-1410^35.971%ID^E:7.82e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-123,H:1087-1209^39.024%ID^E:8.61e-14^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:4-127,H:1264-1401^35.252%ID^E:2.84e-13^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:7-127,H:1058-1183^36.842%ID^E:1.15e-12^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:14-126,H:366-479^43.478%ID^E:1.66e-12^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:1265-1407^34.722%ID^E:2.01e-12^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:5-121,H:687-810^38.71%ID^E:3.59e-12^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-123,H:427-549^40.323%ID^E:9.75e-12^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-120,H:909-1042^35.075%ID^E:1.01e-11^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-122,H:408-536^40.31%ID^E:1.29e-11^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:3-127,H:330-457^39.844%ID^E:1.66e-11^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-123,H:660-800^36.17%ID^E:2.08e-11^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-123,H:259-382^40.323%ID^E:4.38e-11^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:11-126,H:42-160^36.885%ID^E:4.96e-11^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-126,H:355-488^39.552%ID^E:2.7e-10^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:15-127,H:97-205^36.283%ID^E:2.86e-10^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-109,H:687-810^37.903%ID^E:3.41e-10^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:10-127,H:256-374^39.496%ID^E:9.43e-10^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-127,H:272-398^39.37%ID^E:2.15e-09^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:2-126,H:257-382^38.889%ID^E:4.1e-09^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-126,H:462-609^33.784%ID^E:4.14e-09^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-127,H:568-707^37.143%ID^E:6.16e-09^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:4-127,H:499-639^35.461%ID^E:6.1e-08^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`CO4A1_CAEEL^CO4A1_CAEEL^Q:1-126,H:950-1143^28.351%ID^E:5.53e-07^RecName: Full=Collagen alpha-1(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	.	.	.	.	KEGG:cel:CELE_K04H4.1	.	GO:0005604^cellular_component^basement membrane`GO:0005587^cellular_component^collagen type IV trimer`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0038063^biological_process^collagen-activated tyrosine kinase receptor signaling pathway`GO:0009792^biological_process^embryo development ending in birth or egg hatching`GO:0030198^biological_process^extracellular matrix organization`GO:0007517^biological_process^muscle organ development`GO:0002119^biological_process^nematode larval development`GO:0048680^biological_process^positive regulation of axon regeneration`GO:0050714^biological_process^positive regulation of protein secretion	.	.	.
TRINITY_DN1848_c0_g1	TRINITY_DN1848_c0_g1_i1	GLO2_BARHE^GLO2_BARHE^Q:208-2,H:119-187^62.319%ID^E:1.13e-28^RecName: Full=Hydroxyacylglutathione hydrolase {ECO:0000255|HAMAP-Rule:MF_01374};^Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	.	.	.	.	.	.	.	COG0491^Beta-lactamase domain protein	KEGG:bhe:BH16640	GO:0004416^molecular_function^hydroxyacylglutathione hydrolase activity`GO:0046872^molecular_function^metal ion binding`GO:0019243^biological_process^methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	.	.	.	.
TRINITY_DN1836_c0_g1	TRINITY_DN1836_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
